tweet,emotion,product_filled,cleaned_tweets
rt @mention reason 19: keep parakeets employed! {link} keep track of where the ladies are at #sxsw {link} @mention,neutral,none,rt reason 19 keep parakeets employed link keep track ladies sxsw link
rt @mention register for our private beta and to win an apple tv during #sxsw! visit {link} for details,neutral,apple,rt register private beta win apple tv sxsw visit link details
rt @mention reks ( @mention ) album in stores and online now!!! {link} {link} #sxsw,neutral,none,rt reks album stores online link link sxsw
rt @mention remember @mention from our last campaign &amp; upcoming #sxsw event? {link} his new album dropped! {link},neutral,none,rt remember last campaign amp upcoming sxsw event link new album dropped link
"rt @mention remember, chime in with tweets about your #nasatweetup experience between 2:15pm - 3pm central time for #sxsw session - {link}",neutral,none,rt remember chime tweets nasatweetup experience 215pm 3pm central time sxsw session link
rt @mention reminder: charles chen will be talking about android and chromeos access today @mention 1pm @mention the google booth in exhibit hall 3. #sxsw,neutral,google,rt reminder charles chen talking android chromeos access today 1pm google booth exhibit hall 3 sxsw
rt @mention retrollect is now also in android market! #sxsw https://market.android.com/details?id=com.borderstylo.retrollect,positive,android app,rt retrollect also android market sxsw
rt @mention robot wars. steampunk time machines. mystery boxes of electronics. awesome austin tacos. super happy dev house + google win #sxsw.,positive,google,rt robot wars steampunk time machines mystery boxes electronics awesome austin tacos super happy dev house google win sxsw
rt @mention rt ûï@mention going to / at #sxsw? check-in w/friends while youûªre in #austin w/these location-based apps! {link} #lbs,neutral,none,rt rt ûï going sxsw checkin wfriends youûªre austin wthese locationbased apps link lbs
"rt @mention rt ûï@mention google to launch major new social network called circles, possibly today {link} #sxswû",neutral,google,rt rt ûï google launch major new social network called circles possibly today link sxswû
cc @mention rt @mention new #ubersocial for #iphone now in the app store includes uberguide to #sxsw (cont) {link},neutral,iphone,cc rt new ubersocial iphone app store includes uberguide sxsw cont link
"rt @mention rt @mention @mention to launch major new social network called #circles, possibly today! {link} #sxsw #smm &gt;&gt;really google? now?",negative,google,rt rt launch major new social network called circles possibly today link sxsw smm gtgtreally google
rt @mention rt @mention apple is opening a pop-up store in austin for #sxsw {link} // exactly what i wanted!,positive,apple,rt rt apple opening popup store austin sxsw link exactly wanted
"rt @mention rt @mention :) rt @mention &quot;google before you tweet&quot; is the new &quot;think before you speak.&quot; - mark belinsky, #911tweets panel at #sxsw.",positive,google,rt rt rt quotgoogle tweetquot new quotthink speakquot mark belinsky 911tweets panel sxsw
rt @mention rt @mention @mention @mention austin street closures during sxsw in google map form: {link} #sxsw #austin,mixed,google,rt rt austin street closures sxsw google map form link sxsw austin
rt @mention rt @mention @mention 3 iphone apps we'll be using at south by southwest interactive {link} #sxsw #sxswi,neutral,iphone,rt rt 3 iphone apps well using south southwest interactive link sxsw sxswi
rt @mention rt @mention @mention putting a gun to @mention head. give me your iphone! #sxsw {link},positive,iphone,rt rt putting gun head give iphone sxsw link
rt @mention rt @mention @mention to launch major new social network called circles.. {link} #sxsw v @mention @njdoc,neutral,none,rt rt launch major new social network called circles link sxsw v
"rt @mention rt @mention &quot;google before you tweet&quot; is the new &quot;think before you speak.&quot; - mark belinsky, #911tweets panel at #sxsw.",neutral,google,rt rt quotgoogle tweetquot new quotthink speakquot mark belinsky 911tweets panel sxsw
"rt @mention rt @mention &quot;iava wants to be the google of nonprofits.&quot; / yes, we do b/c our #vets deserve nothing less! #sxsw #letshookup",neutral,google,rt rt quotiava wants google nonprofitsquot yes bc vets deserve nothing less sxsw letshookup
rt @mention rt @mention #apple set to open popup shop in core of #sxsw action {link} via @mention,positive,apple,rt rt apple set open popup shop core sxsw action link via
"rt @mention rt @mention #google to launch major new social network called circles, possibly today {link} #sxsw @mention",neutral,google,rt rt google launch major new social network called circles possibly today link sxsw
"rt @mention rt @mention #ipad lounge: recharge, coffee, h2o, ipad art show-free, daily for #sxsw 106 e (cont) {link}",neutral,ipad,rt rt ipad lounge recharge coffee h2o ipad art showfree daily sxsw 106 e cont link
rt @mention rt @mention #nfc technology: google's testing using stickers in store windows that you can tap to get info. #sxsw,neutral,google,rt rt nfc technology googles testing using stickers store windows tap get info sxsw
rt @mention rt @mention #social is too important for #google to screw up with a big launch circus {link} via @mention #sxsw,neutral,google,rt rt social important google screw big launch circus link via sxsw
rt @mention rt @mention #sxsw a line of about 100 outside apple pop- up store at sixth &amp; congress,neutral,apple,rt rt sxsw line 100 outside apple pop store sixth amp congress
"rt @mention rt @mention #sxsw google to launch major new social network called circles, possibly today by @mention {link}",positive,other google product or service,rt rt sxsw google launch major new social network called circles possibly today link
rt @mention rt @mention #sxsw ipad store sold out of everything except 64gig wifi only white #moneytoburn,neutral,ipad,rt rt sxsw ipad store sold everything except 64gig wifi white moneytoburn
"rt @mention rt @mention #sxsw why google, apple, ea games, zynga, facebook, microsoft and intuit went gaga for the go game: {link}",neutral,google,rt rt sxsw google apple ea games zynga facebook microsoft intuit went gaga go game link
rt @mention rt @mention ÷¼ go beyond borders! ÷_ {link} ë© #edchat #musedchat #sxsw #sxswi #classical #newtwitter,neutral,none,rt rt ¼ go beyond borders _ link ë edchat musedchat sxsw sxswi classical newtwitter
"rt @mention rt @mention ÷¼ happy woman's day! make love, not fuss! ÷_ {link} ë© #edchat #musedchat #sxsw #sxswi #classical #newtwitter",neutral,none,rt rt ¼ happy womans day make love fuss _ link ë edchat musedchat sxsw sxswi classical newtwitter
"rt @mention rt @mention another great panel at 5 pm at the hilton - austin's own @mention left brain search = google, right brain search = x #sxsw",neutral,google,rt rt another great panel 5 pm hilton austins left brain search google right brain search x sxsw
"rt @mention rt @mention apparently, if you google &quot;ad preferences&quot; and you'll see what google thinks you'll like. #seenocreepy #sxsw #pnid",neutral,google,rt rt apparently google quotad preferencesquot youll see google thinks youll like seenocreepy sxsw pnid
rt @mention rt @mention apple alignd 2 big tech events ths days. 1st ces &amp; gdc now #sxsw (with popup shop &amp; ipad2) {link},neutral,apple,rt rt apple alignd 2 big tech events ths days 1st ces amp gdc sxsw popup shop amp ipad2 link
"rt @mention rt @mention apple heads to #sxsw, sets up temporary store in austin {link}",neutral,apple,rt rt apple heads sxsw sets temporary store austin link
"rt @mention rt @mention apple is &quot;the classiest, fascist company in america,&quot; says @mention #sxsw",negative,apple,rt rt apple quotthe classiest fascist company americaquot says sxsw
rt @mention rt @mention apple is opening up a pop-up store in downtown austin for the ipad 2 launch at #sxsw {link},neutral,ipad,rt rt apple opening popup store downtown austin ipad 2 launch sxsw link
rt @mention rt @mention apple opening a pop up store in downtown austin for #sxsw and ipad 2 launch {link},neutral,ipad,rt rt apple opening pop store downtown austin sxsw ipad 2 launch link
rt @mention rt @mention apple opening a pop-up store downtown austin for #sxsw and ipad 2 launch {link},neutral,ipad,rt rt apple opening popup store downtown austin sxsw ipad 2 launch link
rt @mention rt @mention apple opening temporary ipad 2 store to handle #sxsw demand {link},neutral,ipad,rt rt apple opening temporary ipad 2 store handle sxsw demand link
rt @mention rt @mention apple sets up temporary austin store to serve hordes of ipad 2 purchasers at #sxsw {link},neutral,ipad,rt rt apple sets temporary austin store serve hordes ipad 2 purchasers sxsw link
"rt @mention rt @mention arriving in the us for #sxsw, will be looking for a microsim for data in my iphone // recommendations @mention",neutral,iphone,rt rt arriving us sxsw looking microsim data iphone recommendations
"rt @mention rt @mention beautiful day in #austin! come by and grab a slice or two. if you check in on #google, you can get a deal. #sxswi #sxsw",positive,google,rt rt beautiful day austin come grab slice two check google get deal sxswi sxsw
rt @mention rt @mention best thing i've heard this weekend at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don't need an ipad,positive,ipad,rt rt best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief dont need ipad
rt @mention rt @mention best thing i've heard this weekend at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don't need an ipad 2.&quot;,neutral,ipad,rt rt best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot
rt @mention rt @mention best thing i've heard this weekend at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don't need an ipad 2.&quot; (@mention,neutral,ipad,rt rt best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot
rt @mention rt @mention best thing i've heard this weekend at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don't need an ipad 2.&quot; @mention,neutral,ipad,rt rt best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot
rt @mention rt @mention calvin is now the geek charlie sheen with his goddesses. @mention @mention @schmittastic #google #sxsw,neutral,google,rt rt calvin geek charlie sheen goddesses google sxsw
rt @mention rt @mention can't be at #sxsw? download their free music mix on itunes {link} cc: @mention,neutral,none,rt rt cant sxsw download free music mix itunes link cc
rt @mention rt @mention chart of the day: #ipad competition is toast @mention {link} #mobile #hcmktg #gpp #sxsw,neutral,ipad,rt rt chart day ipad competition toast link mobile hcmktg gpp sxsw
rt @mention rt @mention checkout the league of extraordinary hackers at #sxsw by #lego and #google - {link},neutral,google,rt rt checkout league extraordinary hackers sxsw lego google link
"rt @mention rt @mention cnn to launch &quot;tv everywhere&quot; service for mobile, google tv and computers: {link} #sxsw",neutral,google,rt rt cnn launch quottv everywherequot service mobile google tv computers link sxsw
rt @mention rt @mention come check out @mention ipad app demos at #arm's #sxswparty on mon! {link} #sxsw #sxsw2011,neutral,ipad,rt rt come check ipad app demos arms sxswparty mon link sxsw sxsw2011
"rt @mention rt @mention come party down with @mention &amp; google tonight at #sxsw: {link} bands, food, art, interactive maps!",neutral,google,rt rt come party amp google tonight sxsw link bands food art interactive maps
rt @mention rt @mention download 20+ free tracks from @mention music sampler @mention including @glove! {link} #sxsw,neutral,none,rt rt download 20 free tracks music sampler including link sxsw
"rt @mention rt @mention flipboard is developing an iphone version, not android, says @mention #sxswi #sxsw",neutral,iphone,rt rt flipboard developing iphone version android says sxswi sxsw
rt @mention rt @mention for everyone at #sxsw here is a map of my favorite places in austin {link} @mention @mentione,neutral,none,rt rt everyone sxsw map favorite places austin link
rt @mention rt @mention forward to delicious t-mobile 4g here in austin while iphone users struggle to do anything. #sxsw,negative,iphone,rt rt forward delicious tmobile 4g austin iphone users struggle anything sxsw
"rt @mention rt @mention free itunes album, #sxsw featured artists, grab it if you missed it: {link}",neutral,none,rt rt free itunes album sxsw featured artists grab missed link
"rt @mention rt @mention gearing up to make a splash, @mention to launch &quot;groupon or living social-type&quot; rewards at #sxsw {link}",neutral,none,rt rt gearing make splash launch quotgroupon living socialtypequot rewards sxsw link
"rt @mention rt @mention giving away an #ipad at #sxsw for all you mappers out there. entry is amazingly easy, here are details: {link}",neutral,ipad,rt rt giving away ipad sxsw mappers entry amazingly easy details link
rt @mention rt @mention going to #sxsw? find me &amp; @mention and you could win some tech prizes such as @mention #ipad &amp; #iphone cases!,neutral,iphone,rt rt going sxsw find amp could win tech prizes ipad amp iphone cases
"rt @mention rt @mention google 2 launch major new social network called circles, possibly today {link} #sxsw",neutral,google,rt rt google 2 launch major new social network called circles possibly today link sxsw
rt @mention rt @mention google earth to headline #cleantech panel at #sxsw tues @mention 3:30pm. follow #saveustechies. {link},neutral,google,rt rt google earth headline cleantech panel sxsw tues 330pm follow saveustechies link
rt @mention rt @mention google is looking at social signals more and more for search results. #qagb #sxsw,neutral,google,rt rt google looking social signals search results qagb sxsw
rt @mention rt @mention google launches people finder service after japan earthquake / tsunami {link} [tnooz] #wssxsw #sxsw #scrm,neutral,google,rt rt google launches people finder service japan earthquake tsunami link tnooz wssxsw sxsw scrm
rt @mention rt @mention google launching check in service at #sxsw and providing deals #fmsignal #sxswi,neutral,google,rt rt google launching check service sxsw providing deals fmsignal sxswi
"rt @mention rt @mention google looks to the future with mobile, location-based devices | {link} #sxsw",neutral,google,rt rt google looks future mobile locationbased devices link sxsw
"rt @mention rt @mention google says the future is location, location, location: {link} #sxsw #cnn",neutral,google,rt rt google says future location location location link sxsw cnn
rt @mention rt @mention google set to launch new social network #circles today at #sxsw,neutral,google,rt rt google set launch new social network circles today sxsw
"rt @mention rt @mention google to launch a social network, circles, at #sxsw - {link} - who's excited?",positive,google,rt rt google launch social network circles sxsw link whos excited
"rt @mention rt @mention google to launch major new social network called circles, {link} #sxsw #nptech",positive,other google product or service,rt rt google launch major new social network called circles link sxsw nptech
"rt @mention rt @mention google to launch major new social network called circles, possibly today {link} #sxsw",neutral,google,rt rt google launch major new social network called circles possibly today link sxsw
"rt @mention rt @mention google to launch major new social network called circles, possibly today {link} #sxsw",neutral,google,rt rt google launch major new social network called circles possibly today link sxsw
"rt @mention rt @mention google to launch major new social network called circles, possibly today {link} #sxsw",neutral,google,rt rt google launch major new social network called circles possibly today link sxsw
"rt @mention rt @mention google to launch major new social network called circles, possibly today {link} #sxsw (cool)",neutral,google,rt rt google launch major new social network called circles possibly today link sxsw cool
"rt @mention rt @mention google to launch major new social network called circles, possibly today {link} #sxsw (via @mention #pcbuzz",positive,other google product or service,rt rt google launch major new social network called circles possibly today link sxsw via pcbuzz
"rt @mention rt @mention google to launch major new social network called circles, possibly today {link} #sxsw #sxswi",neutral,google,rt rt google launch major new social network called circles possibly today link sxsw sxswi
"rt @mention rt @mention google to launch major new social network called circles, possibly today {link} #sxsw/ intrestin!",positive,other google product or service,rt rt google launch major new social network called circles possibly today link sxsw intrestin
"rt @mention rt @mention google to launch major new social network called circles, possibly today @mention #sxsw {link} #privacy ?",neutral,google,rt rt google launch major new social network called circles possibly today sxsw link privacy
"rt @mention rt @mention google to launch major new social network called circles, possibly today @mention #sxsw {link} via @mentionw",neutral,google,rt rt google launch major new social network called circles possibly today sxsw link via
"rt @mention rt @mention google to launch major new social network called circles, possibly today by @mention {link} via @mention #sxsw",neutral,google,rt rt google launch major new social network called circles possibly today link via sxsw
"rt @mention rt @mention google to launch new social network called circles, possibly today {link} {link} #sxsw #sxswi",neutral,google,rt rt google launch new social network called circles possibly today link link sxsw sxswi
rt @mention rt @mention google will launch major new social network called circles. #sxsw,neutral,google,rt rt google launch major new social network called circles sxsw
rt @mention rt @mention hanging out with @mention at the @mention #google industry party...good crowd! #sxsw,positive,google,rt rt hanging google industry partygood crowd sxsw
rt @mention rt @mention heading to austin for #sxsw? the #lp austin guide for #iphone is free for a limited time {link} #travel,neutral,iphone,rt rt heading austin sxsw lp austin guide iphone free limited time link travel
rt @mention rt @mention heard about apple's pop-up store in downtown austin? pics are already on gowalla: {link} #sxsw [pop-pop!],positive,apple,rt rt heard apples popup store downtown austin pics already gowalla link sxsw poppop
rt @mention rt @mention heard about apple's pop-up store in downtown austin? pics are already on gowalla: {link} #sxsw #ipad2,neutral,apple,rt rt heard apples popup store downtown austin pics already gowalla link sxsw ipad2
rt @mention rt @mention heard about apple's pop-up store in dtwn austin? pics are already on gowalla: {link} #sxsw [pop-pop!],neutral,apple,rt rt heard apples popup store dtwn austin pics already gowalla link sxsw poppop
"rt @mention rt @mention hey austin, know a little about #iphone or #android, love music &amp; wanna make $20/hour during #sxsw? please let me know.",neutral,iphone,rt rt hey austin know little iphone android love music amp wan na make 20hour sxsw please let know
rt @mention rt @mention i'll be at the austin convention center today w/ my @mention fam... showing my new iphone game. #sxsw,neutral,iphone,rt rt ill austin convention center today w fam showing new iphone game sxsw
"rt @mention rt @mention if you were able to afford to attend #sxsw or buy an ipad today, consider saving a few $$$ for japan earthquake relief.",neutral,ipad,rt rt able afford attend sxsw buy ipad today consider saving japan earthquake relief
rt @mention rt @mention in my next life i'm coming back as an ipad 2. women can't keep their hands off this thing. #sxsw,positive,ipad,rt rt next life im coming back ipad 2 women cant keep hands thing sxsw
rt @mention rt @mention interesting google #mobile stats at #sxsw - 40% of all google maps users (~150û_ (cont) {link},neutral,google,rt rt interesting google mobile stats sxsw 40 google maps users 150û_ cont link
rt @mention rt @mention interesting google #mobile stats at #sxsw - 40% of all google maps users (~150mmû_ (cont) {link},neutral,google,rt rt interesting google mobile stats sxsw 40 google maps users 150mmû_ cont link
rt @mention rt @mention it's just crazy to look around sxsw and realize last year no one had an ipad. #sxsw,neutral,ipad,rt rt crazy look around sxsw realize last year one ipad sxsw
rt @mention rt @mention it's not a rumor: apple is opening up a temporary store in austin for #sxsw &amp; ipad 2 launch {link},neutral,ipad,rt rt rumor apple opening temporary store austin sxsw amp ipad 2 launch link
rt @mention rt @mention it's not a rumor: apple is opening up a temporary store in downtown austin {link} #sxsw,neutral,apple,rt rt rumor apple opening temporary store downtown austin link sxsw
rt @mention rt @mention it's not a rumor: apple is opening up a temporary store in downtown austin for #sxsw + #ipad2 launch {link},positive,apple,rt rt rumor apple opening temporary store downtown austin sxsw ipad2 launch link
rt @mention rt @mention it's not a rumor: apple is opening up a temporary store in downtown austin for #sxsw + the #ipad2 launch {link},neutral,apple,rt rt rumor apple opening temporary store downtown austin sxsw ipad2 launch link
rt @mention rt @mention it's not a rumor: apple is opening up a temporary store in downtown austin for #sxsw and (cont) {link},neutral,apple,rt rt rumor apple opening temporary store downtown austin sxsw cont link
rt @mention rt @mention it's not a rumor: apple is opening up a temporary store in downtown austin for #sxsw and the #ipad2 launch - {link},neutral,apple,rt rt rumor apple opening temporary store downtown austin sxsw ipad2 launch link
rt @mention rt @mention it's not a rumor: apple is opening up a temporary store in downtown austin for #sxsw and the ipad 2 launch {link},positive,apple,rt rt rumor apple opening temporary store downtown austin sxsw ipad 2 launch link
rt @mention rt @mention it's not a rumor: apple is opening up a temporary store in downtown austin for #sxsw and the ipad 2 launch {link},neutral,ipad,rt rt rumor apple opening temporary store downtown austin sxsw ipad 2 launch link
rt @mention rt @mention it's not a rumor: apple is opening up a temporary store in downtown austin for #sxsw and the ipad 2 launch {link},neutral,ipad,rt rt rumor apple opening temporary store downtown austin sxsw ipad 2 launch link
rt @mention rt @mention it's not a rumor: apple is opening up a temporary store in downtown austin for #sxsw and the ipad 2 launch bit.ly/g03mzb,neutral,ipad,rt rt rumor apple opening temporary store downtown austin sxsw ipad 2 launch bitlyg03mzb
rt @mention rt @mention it's not a rumor: apple opening up a temporary store in austin for #sxsw &amp; #ipad2 launch {link},neutral,apple,rt rt rumor apple opening temporary store austin sxsw amp ipad2 launch link
rt @mention rt @mention join actsofsharing.com &amp; starting tonight the person with the most friends in their city by end of #sxsw wins an ipad 2!,neutral,ipad,rt rt join actsofsharingcom amp starting tonight person friends city end sxsw wins ipad 2
"rt @mention rt @mention just talked to mike tyson #sxsw about his new iphone game, which lets you fight pauly d and other celebs. {link}",positive,ipad or iphone app,rt rt talked mike tyson sxsw new iphone game lets fight pauly celebs link
rt @mention rt @mention line @mention pop up? about 30 deep. line @mention crossroads? closer to 300. big demand 4 liz phair sorry ipad2 #sxsw,neutral,none,rt rt line pop 30 deep line crossroads closer 300 big demand 4 liz phair sorry ipad2 sxsw
"rt @mention rt @mention location, location location ! {link} via @mention from #google during #sxsw #yam",neutral,google,rt rt location location location link via google sxsw yam
rt @mention rt @mention love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,positive,apple,rt rt love sxsw quotapple comes cool technology ones ever heard dont go conferencesquot
rt @mention rt @mention love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,positive,apple,rt rt love sxsw quotapple comes cool technology ones ever heard dont go conferencesquot
rt @mention rt @mention marissa mayer: #google will connect digital &amp; physical worlds through #mobile {link} #sxsw,neutral,google,rt rt marissa mayer google connect digital amp physical worlds mobile link sxsw
rt @mention rt @mention marissa mayer: google will connect the digital &amp; physical worlds through mobile - {link} #sxsw,neutral,google,rt rt marissa mayer google connect digital amp physical worlds mobile link sxsw
rt @mention rt @mention mayer: i think about simplicity a lot at google in developing products. #sxsw ^jr,positive,google,rt rt mayer think simplicity lot google developing products sxsw jr
rt @mention rt @mention miss the battelle interview about ipad 2 &amp;social media last week? find it here [video] {link} #sxsw,neutral,ipad,rt rt miss battelle interview ipad 2 ampsocial media last week find video link sxsw
rt @mention rt @mention monthly value of user ios $9.50. android $7.20. utility apps most valuable. #sxsweisner #sxsw,neutral,android,rt rt monthly value user ios 950 android 720 utility apps valuable sxsweisner sxsw
rt @mention rt @mention new @mention platform for concertgoers launches #android app in time for #sxsw {link},neutral,android,rt rt new platform concertgoers launches android app time sxsw link
rt @mention rt @mention new #ubersocial 4 #iphone now in the app store includes uberguide 2 #sxsw sponsored by #mashable (cont) {link},neutral,iphone,rt rt new ubersocial 4 iphone app store includes uberguide 2 sxsw sponsored mashable cont link
rt @mention rt @mention new #ubersocial for #iphone now in the app store includes uberguide to #sxsw sponsored by #mashable {link},positive,ipad or iphone app,rt rt new ubersocial iphone app store includes uberguide sxsw sponsored mashable link
rt @mention rt @mention new google tool for measuring everything and displaying it in one place almost makes me cry i'm so happy. thank you. #bavcid #sxsw,positive,other google product or service,rt rt new google tool measuring everything displaying one place almost makes cry im happy thank bavcid sxsw
rt @mention rt @mention news google may launch &quot;social circles&quot; social network today {link} #soccomp #sxsw,neutral,google,rt rt news google may launch quotsocial circlesquot social network today link soccomp sxsw
rt @mention rt @mention our nfb films app for android is now available for download: {link} {link} just in time for #sxsw!,neutral,android,rt rt nfb films app android available download link link time sxsw
"rt @mention rt @mention per this rumor, google may preview its big social strategy @mention '80s-themed costume party at #sxsw. yep. {link} #cnet",neutral,google,rt rt per rumor google may preview big social strategy 80sthemed costume party sxsw yep link cnet
"rt @mention rt @mention per this rumor, google may preview its big social strategy at an '80s-themed costume party at #sxsw. yep. {link} #cn",positive,google,rt rt per rumor google may preview big social strategy 80sthemed costume party sxsw yep link cn
rt @mention rt @mention public notes for &quot;5 steps to bulletproof ux strategy&quot;: {link} #sxsw #rhjr_ux5,neutral,none,rt rt public notes quot5 steps bulletproof ux strategyquot link sxsw rhjr_ux5
rt @mention rt @mention q&amp;a with google's @mention &amp; bing's @mention on ranking - my #sxsw session this mon 12:30pm {link},neutral,google,rt rt qampa googles amp bings ranking sxsw session mon 1230pm link
rt @mention rt @mention reactions to google circles news so far range from &quot;not again&quot; to &quot;please rescue me from the facebook.&quot; #sxsw,neutral,google,rt rt reactions google circles news far range quotnot againquot quotplease rescue facebookquot sxsw
rt @mention rt @mention rt @mention #sxsw a line of about 100 outside apple pop- up store at sixth &amp; congress,neutral,apple,rt rt rt sxsw line 100 outside apple pop store sixth amp congress
rt @mention rt @mention rt @mention google set to launch new social network #circles today at #sxsw,neutral,google,rt rt rt google set launch new social network circles today sxsw
"rt @mention rt @mention rt @mention google to launch major new social network called circles, possibly today {link} #sxsw",neutral,google,rt rt rt google launch major new social network called circles possibly today link sxsw
"rt @mention rt @mention rt @mention google to launch major new social network called circles, possibly today {link} #sxsw (cool)",positive,other google product or service,rt rt rt google launch major new social network called circles possibly today link sxsw cool
rt @mention rt @mention rt @mention news google may launch &quot;social circles&quot; social network today {link} #soccomp #sxsw,neutral,google,rt rt rt news google may launch quotsocial circlesquot social network today link soccomp sxsw
"rt @mention rt @mention shiny new @mention @mention @eightbit apps, a new @garyvee book, pop-up ipad 2 stores... #sxsw is christmas for nerds.",positive,ipad,rt rt shiny new apps new book popup ipad 2 stores sxsw christmas nerds
rt @mention rt @mention so @mention just spilled the beans: next platform for flipboard is the iphone. team started working on it. #sxflip #sxsw #sxswi,neutral,iphone,rt rt spilled beans next platform flipboard iphone team started working sxflip sxsw sxswi
rt @mention rt @mention sound of my voice was shot exploiting apple &amp; best buy's 14-day return policy on imacs. brilliant. #sxsw,negative,apple,rt rt sound voice shot exploiting apple amp best buys 14day return policy imacs brilliant sxsw
rt @mention rt @mention texas observer tomlinson says they would double revenue per issue with ipad subscriptions. #newsapps #sxsw,positive,ipad,rt rt texas observer tomlinson says would double revenue per issue ipad subscriptions newsapps sxsw
rt @mention rt @mention the #ipad 2 takes over #sxsw [video] - {link} #sxswi,neutral,ipad,rt rt ipad 2 takes sxsw video link sxswi
rt @mention rt @mention the day bank of america launched their iphone app they got 250k new customers #bankinnovation #sxsw,positive,ipad or iphone app,rt rt day bank america launched iphone app got 250k new customers bankinnovation sxsw
rt @mention rt @mention the ipad 2 takes over #sxsw [video] {link},positive,ipad,rt rt ipad 2 takes sxsw video link
"rt @mention rt @mention the iphone version of flipboard is being totally redesigned for that platform, @mention says #sxsw",neutral,iphone,rt rt iphone version flipboard totally redesigned platform says sxsw
rt @mention rt @mention traveling to #sxsw with your ipad 1 is so 3/10/2011,neutral,ipad,rt rt traveling sxsw ipad 1 3102011
"rt @mention rt @mention tweet this to register for exclusive passes to events, parties + ipad 2 during #sxsw me liberty and/or a free #sxswpass",neutral,ipad,rt rt tweet register exclusive passes events parties ipad 2 sxsw liberty andor free sxswpass
rt @mention rt @mention video from the popup apple store: {link} #sxsw #sxswi,neutral,apple,rt rt video popup apple store link sxsw sxswi
rt @mention rt @mention walking into the pop-up apple store is like walking into a future where the ipad is the only type of computer. #sxsw,neutral,ipad,rt rt walking popup apple store like walking future ipad type computer sxsw
rt @mention rt @mention we are giving away an ipad 2 to kick off our time down at #sxsw. just visit our fb page for more info: {link},positive,ipad,rt rt giving away ipad 2 kick time sxsw visit fb page info link
rt @mention rt @mention we interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circles,neutral,google,rt rt interrupt regularly scheduled sxsw geek programming big news link google circles
rt @mention rt @mention we interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circles,neutral,google,rt rt interrupt regularly scheduled sxsw geek programming big news link google circles
"rt @mention rt @mention we lose an hour tonight. #sxsw attendees will blame microsoft, apple will get credit for fixing it before christmas.",positive,apple,rt rt lose hour tonight sxsw attendees blame microsoft apple get credit fixing christmas
rt @mention rt @mention we're co-hosting a cmty mngr meetup w/ @mention @mention @cmmeetup at etsy austin space on 6th. 6-8p. google schwag. come! #sxsw,neutral,google,rt rt cohosting cmty mngr meetup w etsy austin space 6th 68p google schwag come sxsw
rt @mention rt @mention we're not launching any products at #sxsw but doing plenty else. join us for #h4ckers today {link},neutral,none,rt rt launching products sxsw plenty else join us h4ckers today link
"rt @mention rt @mention we're officially at #sxsw! come by the @mention grill, mention us w/ #zazzlsxsw and youûªll get to make your own iphone case!",positive,other apple product or service,rt rt officially sxsw come grill mention us w zazzlsxsw youûªll get make iphone case
"rt @mention rt @mention what digital tribes can learn from native americans #dgtltribe #sxsw oh, and you can win an ipad too... 11am at the hyatt.",neutral,ipad,rt rt digital tribes learn native americans dgtltribe sxsw oh win ipad 11am hyatt
rt @mention rt @mention win an ipad2 by signing up here: {link} #sxsw #wantlet,neutral,none,rt rt win ipad2 signing link sxsw wantlet
rt @mention rt @mention wonder how many ipads they'll sell there? rt @mention opening a pop up store at #sxsw {link},neutral,none,rt rt wonder many ipads theyll sell rt opening pop store sxsw link
rt @mention rt @mention wondering about street closures during sxsw? we made a google map to show you: {link} #sxsw #austin,neutral,google,rt rt wondering street closures sxsw made google map show link sxsw austin
"rt @mention rt @mention yes, the rumors are true. come play with @mention on ipad at our booth at #sxsw, exhibit hall 3. #ipad #ipad2 (under the giant &quot;o&quot;)",neutral,ipad,rt rt yes rumors true come play ipad booth sxsw exhibit hall 3 ipad ipad2 giant quotoquot
rt @mention rt @mention yes! updated iphone app has song info @mention 24/7 stream +others also live video streaming for #sxsw {link},positive,ipad or iphone app,rt rt yes updated iphone app song info 247 stream others also live video streaming sxsw link
"rt @mention rt haha, awesomely rad ipad app by @mention {link} #hollergram #sxsw (via @mention @mention)",positive,ipad or iphone app,rt rt haha awesomely rad ipad app link hollergram sxsw via
"rt @mention rt: @mention with 150 million mobile users on google maps, 40% of all google maps usage is from mobile devices. #maps #sxsw",positive,google,rt rt 150 million mobile users google maps 40 google maps usage mobile devices maps sxsw
rt @mention rt: it's not a rumor: apple is opening up a temporary store in downtown austin for #sxsw and the ipad 2 launch {link},positive,apple,rt rt rumor apple opening temporary store downtown austin sxsw ipad 2 launch link
